feature,baseline_macro_f1,importance_mean,importance_std,score_after_permutation_mean
char_svd_42,0.7272662318711288,0.0006453148290269217,0.00030444756314717305,0.7266209170421019
space_ratio,0.7272662318711288,0.0006389733181164203,0.0008167965660747691,0.7266272585530124
char_svd_146,0.7272662318711288,0.0006380161506890358,0.0005860668361311198,0.7266282157204398
char_svd_72,0.7272662318711288,0.0006245053142640344,0.0005486894864865685,0.7266417265568648
word_svd_149,0.7272662318711288,0.0006236261750467653,0.0005655704988268309,0.7266426056960821
class_-1_top_match_ratio,0.7272662318711288,0.0006210409352324752,0.00048132960055398004,0.7266451909358963
char_svd_10,0.7272662318711288,0.0006097865753284859,0.0007327505263491925,0.7266564452958003
word_svd_113,0.7272662318711288,0.0005977714097679998,0.0005068857516072912,0.7266684604613608
word_svd_141,0.7272662318711288,0.0005926849686817004,0.0002488041083474757,0.7266735469024471
word_svd_140,0.7272662318711288,0.0005901061008126707,0.00038631593270354485,0.7266761257703162
word_svd_127,0.7272662318711288,0.0005862425867487308,0.0012267434956908538,0.72667998928438
char_svd_105,0.7272662318711288,0.0005803700731739525,0.0011282118002849913,0.7266858617979549
has_ellipsis,0.7272662318711288,0.0005800257857988322,0.0005738091918214278,0.72668620608533
char_svd_21,0.7272662318711288,0.0005652684496056049,0.0012619269817596048,0.7267009634215232
word_svd_184,0.7272662318711288,0.0005595733560864513,0.0002254302537063114,0.7267066585150423
word_svd_48,0.7272662318711288,0.0005544049244650129,0.000501647004213713,0.7267118269466638
word_svd_1,0.7272662318711288,0.0005520935922307624,0.002375176455665571,0.7267141382788981
neg_words_per_word,0.7272662318711288,0.0005495192836771246,0.00033406765637038904,0.7267167125874517
avg_sentence_len_chars,0.7272662318711288,0.0005491529223804914,0.0011009169309108668,0.7267170789487484
char_svd_33,0.7272662318711288,0.0005420656432808757,0.002677545138003685,0.726724166227848
uppercase_ratio,0.7272662318711288,0.0005365970577185131,0.00043970633648994056,0.7267296348134104
char_svd_50,0.7272662318711288,0.0005327855830926876,0.0010058193292039825,0.7267334462880362
char_svd_144,0.7272662318711288,0.0005313960910712012,0.0005475688819594707,0.7267348357800576
word_svd_44,0.7272662318711288,0.0005252376385437296,0.00028592143191953634,0.7267409942325851
word_svd_180,0.7272662318711288,0.0005237364879660644,0.0004573394324913881,0.7267424953831627
char_svd_129,0.7272662318711288,0.000518180491718856,0.00042444149378091596,0.72674805137941
num_commas,0.7272662318711288,0.00048527177248129937,0.00015981779017752045,0.7267809600986476
class_-1_top_unique_match_count,0.7272662318711288,0.00047647385723126323,0.0003471138483530175,0.7267897580138976
word_svd_169,0.7272662318711288,0.00047266496898690225,0.000506557465632559,0.7267935669021419
char_svd_64,0.7272662318711288,0.0004682694901214202,0.0008504994620463244,0.7267979623810074
word_svd_181,0.7272662318711288,0.00046571877300878307,0.0005545941731784196,0.72680051309812
char_svd_73,0.7272662318711288,0.00046242833422101005,0.001304761845318382,0.7268038035369078
num_repeated_chars,0.7272662318711288,0.00046032827892605876,0.00016048221638734526,0.7268059035922028
has_strong_positive_phrase,0.7272662318711288,0.000452910920799976,0.000930868417982222,0.7268133209503288
word_svd_23,0.7272662318711288,0.0004519210331705992,0.0002625569064886997,0.7268143108379582
char_svd_114,0.7272662318711288,0.0004503611583941636,0.00033567318629183654,0.7268158707127347
word_svd_67,0.7272662318711288,0.0004480177329762469,0.0008254576945843913,0.7268182141381526
word_svd_170,0.7272662318711288,0.0004316310204646401,0.0008731102148283031,0.7268346008506642
char_svd_70,0.7272662318711288,0.0004313163455528013,0.0007336273261462699,0.726834915525576
num_quality_words,0.7272662318711288,0.0004312475112222769,0.00041712863293890475,0.7268349843599066
num_exclaims,0.7272662318711288,0.00042542329543149293,0.0005735229506952575,0.7268408085756973
word_svd_126,0.7272662318711288,0.0004226660103971103,0.0006402932830677635,0.7268435658607317
word_svd_123,0.7272662318711288,0.0004222910125393442,0.0006726180556022663,0.7268439408585895
word_svd_84,0.7272662318711288,0.0004191872210770553,0.0004996611013207493,0.7268470446500518
char_svd_85,0.7272662318711288,0.0004172325110435082,0.000415329116299181,0.7268489993600853
char_svd_37,0.7272662318711288,0.0004144929278402376,0.000465678539100657,0.7268517389432886
