feature,importance
has_size_issue,0.00363854390503081
num_size_words,0.003128962180864146
num_repeated_chars,6.837238934142447e-05
num_empty_like_fragments,1.429079120190341e-05
has_liked,0.0
num_newlines,0.0
num_semicolons,0.0
num_caps_words,0.0
class_0_has_top_word,0.0
num_negative_words,0.0
has_caps_word,0.0
num_positive_words,0.0
class_1_has_top_word,0.0
num_intensifiers,0.0
num_exclaims,0.0
num_sentences,0.0
class_-1_has_top_word,0.0
has_many_questions,0.0
