feature,family,component_index,model_importance,explained_variance_ratio,top_positive_terms,top_positive_weights,top_negative_terms,top_negative_weights,description
word_svd_42,word_svd,42,0.359087883724222,0.0016523549037827522,довольна | хорошо | очень довольна | как | размер | буду | описанию | соответствует описанию | то | больше | приятная | телу | материал | заказывать | что,0.338747 | 0.180574 | 0.153480 | 0.153242 | 0.147880 | 0.145533 | 0.134884 | 0.124924 | 0.114769 | 0.112589 | 0.108761 | 0.106411 | 0.091271 | 0.088902 | 0.088725,рекомендую | на | раз | тонкая | все | цвет | долго | но | 44 | 46 | не рекомендую | не соответствует | заказываю | очень тонкая | продавца,-0.200222 | -0.160689 | -0.155589 | -0.132761 | -0.128790 | -0.127966 | -0.124221 | -0.109874 | -0.109058 | -0.108757 | -0.102181 | -0.087592 | -0.085727 | -0.085291 | -0.084167,positive side: довольна | хорошо | очень довольна | как | размер | буду | описанию | соответствует описанию | то | больше | приятная | телу | материал | заказывать | что; negative side: рекомендую | на | раз | тонкая | все | цвет | долго | но | 44 | 46 | не рекомендую | не соответствует | заказываю | очень тонкая | продавца
word_svd_43,word_svd,43,0.0569967892337966,0.0016383486294171393,хорошая | раз | больше | не соответствует | синтетика | размер не соответствует | довольна | чем | заказываю | на | картинке | второй | второй раз | соответствует | размера,0.245014 | 0.163813 | 0.149864 | 0.142507 | 0.137579 | 0.109685 | 0.107727 | 0.091537 | 0.091511 | 0.087617 | 0.087104 | 0.086231 | 0.081915 | 0.081530 | 0.074964,материал | описанию | соответствует описанию | долго | пришли | 44 | денег | стоит | 42 | не | не стоит | размер | быстро | очень долго | не соответствует описанию,-0.201838 | -0.183365 | -0.167046 | -0.161537 | -0.160897 | -0.145865 | -0.126541 | -0.120144 | -0.109858 | -0.108921 | -0.106982 | -0.097008 | -0.096603 | -0.095148 | -0.092164,positive side: хорошая | раз | больше | не соответствует | синтетика | размер не соответствует | довольна | чем | заказываю | на | картинке | второй | второй раз | соответствует | размера; negative side: материал | описанию | соответствует описанию | долго | пришли | 44 | денег | стоит | 42 | не | не стоит | размер | быстро | очень долго | не соответствует описанию
word_svd_44,word_svd,44,0.0772000117662743,0.0016203121078187165,хорошо | короткие | рукава | 44 | 42 | рукава короткие | пришли | хорошие | то | долго | платье | 46 | 42 44 | на 42 | отличное,0.332819 | 0.253261 | 0.233774 | 0.190727 | 0.136394 | 0.134501 | 0.131338 | 0.118241 | 0.110132 | 0.104924 | 0.100361 | 0.094437 | 0.094137 | 0.091803 | 0.081177,рост | на рост | все | материал | мне | размер | маленький | денег | хорошая | цвет | см | описанию | до | долгая | соответствует описанию,-0.240622 | -0.181839 | -0.159689 | -0.126969 | -0.089384 | -0.088938 | -0.086605 | -0.084998 | -0.084458 | -0.083262 | -0.080257 | -0.077420 | -0.074105 | -0.071653 | -0.070226,positive side: хорошо | короткие | рукава | 44 | 42 | рукава короткие | пришли | хорошие | то | долго | платье | 46 | 42 44 | на 42 | отличное; negative side: рост | на рост | все | материал | мне | размер | маленький | денег | хорошая | цвет | см | описанию | до | долгая | соответствует описанию
word_svd_45,word_svd,45,0.0577218646328202,0.0016133360268184968,хорошо | мне | как | всё | понравилась | очень | отлично | цвет | буду | очень хорошо | понравилось | пришла | все хорошо | пришло | рекомендую,0.433468 | 0.185386 | 0.122515 | 0.109366 | 0.100836 | 0.096002 | 0.084737 | 0.084157 | 0.080074 | 0.079219 | 0.077055 | 0.076658 | 0.073473 | 0.070091 | 0.068200,довольна | все | очень довольна | но | не довольна | на | пришли | приятная | заказом | ткань | телу | месяца | не очень | не | короткие,-0.398192 | -0.236389 | -0.165758 | -0.124474 | -0.112080 | -0.105758 | -0.103083 | -0.102567 | -0.096431 | -0.078879 | -0.078127 | -0.074347 | -0.073544 | -0.073270 | -0.071455,positive side: хорошо | мне | как | всё | понравилась | очень | отлично | цвет | буду | очень хорошо | понравилось | пришла | все хорошо | пришло | рекомендую; negative side: довольна | все | очень довольна | но | не довольна | на | пришли | приятная | заказом | ткань | телу | месяца | не очень | не | короткие
word_svd_46,word_svd,46,0.1123510760874104,0.0015994066255901097,довольна | тонкая | описанию | но | соответствует описанию | хорошо | рекомендую | очень довольна | отличное | денег | очень тонкая | быстрая | размер | не соответствует описанию | такую,0.257130 | 0.170654 | 0.159250 | 0.154242 | 0.143969 | 0.129212 | 0.113636 | 0.113125 | 0.108824 | 0.107109 | 0.104309 | 0.097463 | 0.092854 | 0.084207 | 0.080182,приятная | материал | телу | после | быстро | до | долгая | понравилось | буду | не соответствует | стирки | лучшего | долгая доставка | размер не соответствует | мне,-0.158480 | -0.150778 | -0.141096 | -0.134077 | -0.125801 | -0.117584 | -0.114197 | -0.112219 | -0.109245 | -0.102103 | -0.098441 | -0.093415 | -0.092302 | -0.091867 | -0.090247,positive side: довольна | тонкая | описанию | но | соответствует описанию | хорошо | рекомендую | очень довольна | отличное | денег | очень тонкая | быстрая | размер | не соответствует описанию | такую; negative side: приятная | материал | телу | после | быстро | до | долгая | понравилось | буду | не соответствует | стирки | лучшего | долгая доставка | размер не соответствует | мне
word_svd_47,word_svd,47,0.1792118262795005,0.0015951697393797198,буду | долго | рост | быстрая | мне | носить | понравилось | не буду | очень долго | все | на рост | быстрая доставка | пришли | носить не | отличное,0.205007 | 0.182111 | 0.159467 | 0.158389 | 0.147897 | 0.141619 | 0.128066 | 0.124873 | 0.119349 | 0.117226 | 0.115543 | 0.101762 | 0.096948 | 0.096554 | 0.092859,долгая | рекомендую | хорошо | долгая доставка | денег | месяца | рукава | очень долгая | после | стоит | короткие | больше | очень долгая доставка | платье | не рекомендую,-0.188542 | -0.188473 | -0.171586 | -0.153980 | -0.146472 | -0.130791 | -0.121571 | -0.118583 | -0.111951 | -0.108230 | -0.106939 | -0.104062 | -0.102079 | -0.099643 | -0.093054,positive side: буду | долго | рост | быстрая | мне | носить | понравилось | не буду | очень долго | все | на рост | быстрая доставка | пришли | носить не | отличное; negative side: долгая | рекомендую | хорошо | долгая доставка | денег | месяца | рукава | очень долгая | после | стоит | короткие | больше | очень долгая доставка | платье | не рекомендую
word_svd_48,word_svd,48,0.0631853926529662,0.0015766203826865553,материал | раз | быстрая | долго | быстрая доставка | заказываю | второй | приятный | такую | цену | за такую | лучшего | такую цену | второй раз | за такую цену,0.299259 | 0.206527 | 0.184443 | 0.147849 | 0.115104 | 0.108679 | 0.108099 | 0.107924 | 0.106487 | 0.105504 | 0.105120 | 0.103513 | 0.100288 | 0.100223 | 0.099944,долгая | долгая доставка | хорошая | очень долгая | очень долгая доставка | рекомендую | пришли | мне | хорошие | понравилось | до | месяца | 44 | синтетика | но,-0.239609 | -0.196843 | -0.158857 | -0.150965 | -0.129347 | -0.125053 | -0.120377 | -0.106028 | -0.105572 | -0.101058 | -0.095849 | -0.095296 | -0.090021 | -0.087603 | -0.086337,positive side: материал | раз | быстрая | долго | быстрая доставка | заказываю | второй | приятный | такую | цену | за такую | лучшего | такую цену | второй раз | за такую цену; negative side: долгая | долгая доставка | хорошая | очень долгая | очень долгая доставка | рекомендую | пришли | мне | хорошие | понравилось | до | месяца | 44 | синтетика | но
word_svd_49,word_svd,49,0.2454738851447266,0.0015580757400420059,лучшего | желать | желать лучшего | оставляет | оставляет желать | оставляет желать лучшего | качество оставляет | качество оставляет желать | тонкая | довольна | но | очень тонкая | пришла | материал | мне,0.236443 | 0.221566 | 0.219728 | 0.217366 | 0.214727 | 0.212869 | 0.150589 | 0.149752 | 0.145244 | 0.116885 | 0.103036 | 0.092010 | 0.091307 | 0.087970 | 0.086511,хорошая | денег | стоит | ужасное | пришли | быстро | не стоит | пришёл деньги | не пришёл деньги | своих | своих денег | качество ужасное | долго | приятная | пришёл деньги вернули,-0.228431 | -0.197023 | -0.151428 | -0.144952 | -0.141208 | -0.131784 | -0.128057 | -0.105819 | -0.105404 | -0.099726 | -0.095550 | -0.093995 | -0.093430 | -0.088455 | -0.086177,positive side: лучшего | желать | желать лучшего | оставляет | оставляет желать | оставляет желать лучшего | качество оставляет | качество оставляет желать | тонкая | довольна | но | очень тонкая | пришла | материал | мне; negative side: хорошая | денег | стоит | ужасное | пришли | быстро | не стоит | пришёл деньги | не пришёл деньги | своих | своих денег | качество ужасное | долго | приятная | пришёл деньги вернули
word_svd_50,word_svd,50,0.1632914248307906,0.001536405270662664,такие | за такие | такие деньги | за такие деньги | хорошая | раз | деньги | мне | кофта | понравилось | заказываю | советую | второй | второй раз | хорошо,0.267113 | 0.257083 | 0.254895 | 0.253618 | 0.242672 | 0.146632 | 0.119410 | 0.095595 | 0.094064 | 0.085661 | 0.080945 | 0.076476 | 0.074117 | 0.072741 | 0.070783,такую | за такую | цену | такую цену | за такую цену | буду | носить | 44 | пришёл деньги | продавец | не пришёл деньги | это | 46 | отличное | не буду,-0.202989 | -0.201782 | -0.200551 | -0.192668 | -0.192054 | -0.114556 | -0.103588 | -0.099224 | -0.096410 | -0.096166 | -0.096115 | -0.086500 | -0.081254 | -0.074004 | -0.072118,positive side: такие | за такие | такие деньги | за такие деньги | хорошая | раз | деньги | мне | кофта | понравилось | заказываю | советую | второй | второй раз | хорошо; negative side: такую | за такую | цену | такую цену | за такую цену | буду | носить | 44 | пришёл деньги | продавец | не пришёл деньги | это | 46 | отличное | не буду
word_svd_51,word_svd,51,0.0308390116698991,0.0015270827823307207,материал | отличное | приятный | тонкая | раз | качество отличное | тонкий | хороший | ужасное | материал не | очень тонкая | телу | но | пришла | пришёл,0.417033 | 0.159829 | 0.145087 | 0.115359 | 0.106294 | 0.093086 | 0.089807 | 0.087631 | 0.078244 | 0.075212 | 0.075128 | 0.070841 | 0.069607 | 0.067562 | 0.066927,лучшего | желать | желать лучшего | оставляет | оставляет желать | оставляет желать лучшего | довольна | хорошая | качество оставляет | качество оставляет желать | долго | пришёл деньги | не пришёл деньги | продавец | денег,-0.212703 | -0.201154 | -0.199672 | -0.196733 | -0.194739 | -0.193199 | -0.161597 | -0.141144 | -0.136374 | -0.135659 | -0.110870 | -0.108155 | -0.107698 | -0.098988 | -0.094116,positive side: материал | отличное | приятный | тонкая | раз | качество отличное | тонкий | хороший | ужасное | материал не | очень тонкая | телу | но | пришла | пришёл; negative side: лучшего | желать | желать лучшего | оставляет | оставляет желать | оставляет желать лучшего | довольна | хорошая | качество оставляет | качество оставляет желать | долго | пришёл деньги | не пришёл деньги | продавец | денег
word_svd_52,word_svd,52,0.1725938754126964,0.001516835520188707,хорошие | понравилось | пришли | мне | цену | за такую | такую | такую цену | за такую цену | не понравилось | материал | хорошая | плохое | не пришли | мне не,0.289708 | 0.256727 | 0.250355 | 0.223383 | 0.172985 | 0.172019 | 0.171141 | 0.164269 | 0.163741 | 0.133631 | 0.116571 | 0.110525 | 0.098448 | 0.097831 | 0.096927,не очень | качество не очень | за такие | такие деньги | за такие деньги | такие | качество не | как | буду | цвет | это | носить | тонкая | отличное | до,-0.138110 | -0.120385 | -0.118664 | -0.116778 | -0.116421 | -0.115886 | -0.113044 | -0.104994 | -0.104867 | -0.100076 | -0.098327 | -0.098274 | -0.097136 | -0.089940 | -0.074576,positive side: хорошие | понравилось | пришли | мне | цену | за такую | такую | такую цену | за такую цену | не понравилось | материал | хорошая | плохое | не пришли | мне не; negative side: не очень | качество не очень | за такие | такие деньги | за такие деньги | такие | качество не | как | буду | цвет | это | носить | тонкая | отличное | до
word_svd_53,word_svd,53,0.4083797648469539,0.0015102390980153136,мне | понравилось | отличное | себе | так себе | не понравилось | качество отличное | мне не | нет | тонкая | так | материал | довольна | пришёл деньги | не пришёл деньги,0.303620 | 0.230196 | 0.187745 | 0.127849 | 0.124245 | 0.123671 | 0.116864 | 0.115591 | 0.115308 | 0.106004 | 0.105287 | 0.102358 | 0.100022 | 0.099350 | 0.099073,ужасное | то | качество ужасное | долгая | хорошая | платье | раз | рост | долгая доставка | буду | носить | рекомендую | на рост | то что | не то,-0.209552 | -0.162759 | -0.135465 | -0.121226 | -0.118288 | -0.115746 | -0.107697 | -0.104987 | -0.098353 | -0.097538 | -0.092409 | -0.092225 | -0.089690 | -0.085507 | -0.077279,positive side: мне | понравилось | отличное | себе | так себе | не понравилось | качество отличное | мне не | нет | тонкая | так | материал | довольна | пришёл деньги | не пришёл деньги; negative side: ужасное | то | качество ужасное | долгая | хорошая | платье | раз | рост | долгая доставка | буду | носить | рекомендую | на рост | то что | не то
word_svd_54,word_svd,54,0.3547263528567846,0.00149769359040845,отличное | хорошие | качество отличное | хорошая | материал | пришли | себе | так себе | отличное качество | то | лучшего | желать | желать лучшего | оставляет | оставляет желать,0.338959 | 0.210501 | 0.199271 | 0.187286 | 0.171173 | 0.145156 | 0.130750 | 0.127911 | 0.113444 | 0.112969 | 0.103525 | 0.097064 | 0.096339 | 0.094441 | 0.094066,плохое | мне | после | ужасное | качество плохое | понравилось | плохое качество | стирки | товар | качество ужасное | довольна | хорошо | после стирки | товар так | товар так не,-0.252755 | -0.161966 | -0.153298 | -0.143563 | -0.133341 | -0.130660 | -0.114724 | -0.113296 | -0.107599 | -0.095445 | -0.094664 | -0.092964 | -0.085924 | -0.075877 | -0.075695,positive side: отличное | хорошие | качество отличное | хорошая | материал | пришли | себе | так себе | отличное качество | то | лучшего | желать | желать лучшего | оставляет | оставляет желать; negative side: плохое | мне | после | ужасное | качество плохое | понравилось | плохое качество | стирки | товар | качество ужасное | довольна | хорошо | после стирки | товар так | товар так не
word_svd_55,word_svd,55,0.1426668915518037,0.0014857984625603986,отличное | советую | мне | качество отличное | раз | понравилось | до | денег | товар так не | товар так | продавец | не советую | хорошо | буду | тонкая,0.204087 | 0.136373 | 0.128194 | 0.126465 | 0.115581 | 0.115282 | 0.113752 | 0.103899 | 0.103324 | 0.101922 | 0.100811 | 0.096131 | 0.095830 | 0.090106 | 0.084058,себе | рекомендую | так себе | плохое | так | хорошие | как | заказала | пришла | ужасное | такие | не рекомендую | было | товар не | мало,-0.183610 | -0.183242 | -0.179281 | -0.140641 | -0.137870 | -0.126822 | -0.114815 | -0.104900 | -0.098534 | -0.098486 | -0.097952 | -0.093013 | -0.092335 | -0.091583 | -0.090927,positive side: отличное | советую | мне | качество отличное | раз | понравилось | до | денег | товар так не | товар так | продавец | не советую | хорошо | буду | тонкая; negative side: себе | рекомендую | так себе | плохое | так | хорошие | как | заказала | пришла | ужасное | такие | не рекомендую | было | товар не | мало
word_svd_56,word_svd,56,0.0329935248584135,0.0014698370945600485,хорошая | материал | тонкая | довольна | очень тонкая | пришёл деньги | не пришёл деньги | пришёл деньги вернули | быстро | платье | куртка | советую | продавец | только | просвечивает,0.354233 | 0.253963 | 0.245899 | 0.160831 | 0.137662 | 0.126315 | 0.125919 | 0.099646 | 0.088581 | 0.082766 | 0.082271 | 0.074475 | 0.073080 | 0.068614 | 0.066225,приятная | денег | телу | приятная телу | отличное | стоит | очень | пришёл | нет | ни | пришел деньги | не пришел деньги | не стоит | ткань | ткань приятная,-0.268538 | -0.176332 | -0.174063 | -0.132542 | -0.120711 | -0.107540 | -0.106315 | -0.103368 | -0.099288 | -0.093968 | -0.089282 | -0.089027 | -0.088672 | -0.087181 | -0.086221,positive side: хорошая | материал | тонкая | довольна | очень тонкая | пришёл деньги | не пришёл деньги | пришёл деньги вернули | быстро | платье | куртка | советую | продавец | только | просвечивает; negative side: приятная | денег | телу | приятная телу | отличное | стоит | очень | пришёл | нет | ни | пришел деньги | не пришел деньги | не стоит | ткань | ткань приятная
word_svd_57,word_svd,57,0.1639318807669071,0.0014622519759838345,после | стирки | хорошие | пришли | после стирки | кофта | это | только | отличное | хорошая | плохое | советую | маленький | запах | описанию,0.236614 | 0.179969 | 0.165759 | 0.146664 | 0.136110 | 0.126947 | 0.124049 | 0.119519 | 0.111754 | 0.105369 | 0.095144 | 0.092111 | 0.088553 | 0.080109 | 0.079173,понравилось | быстро | мне | то | денег | месяца | довольна | ужасное | больше | долгая | раз | рекомендую | стоит | 44 | материал,-0.136392 | -0.135423 | -0.130784 | -0.125153 | -0.123189 | -0.118587 | -0.116995 | -0.116635 | -0.116554 | -0.116050 | -0.110919 | -0.109990 | -0.106639 | -0.105365 | -0.099111,positive side: после | стирки | хорошие | пришли | после стирки | кофта | это | только | отличное | хорошая | плохое | советую | маленький | запах | описанию; negative side: понравилось | быстро | мне | то | денег | месяца | довольна | ужасное | больше | долгая | раз | рекомендую | стоит | 44 | материал
word_svd_58,word_svd,58,0.3242990862723087,0.001457831594837527,хорошие | после | 42 | стирки | после стирки | 44 | 42 44 | на 42 | тонкая | плохое | больше | денег | то | очень тонкая | на 42 44,0.262754 | 0.261752 | 0.217865 | 0.213076 | 0.163972 | 0.163767 | 0.139542 | 0.131387 | 0.118778 | 0.112222 | 0.099106 | 0.097560 | 0.094508 | 0.084684 | 0.084556,xl | 48 | 46 | это | на 46 | долгая | советую | ужасное | хорошо | долгая доставка | мало | не советую | ткань | качество ужасное | очень долгая,-0.168051 | -0.163130 | -0.160856 | -0.147944 | -0.126089 | -0.124915 | -0.120421 | -0.117564 | -0.108748 | -0.103905 | -0.103605 | -0.093573 | -0.090228 | -0.079373 | -0.078116,positive side: хорошие | после | 42 | стирки | после стирки | 44 | 42 44 | на 42 | тонкая | плохое | больше | денег | то | очень тонкая | на 42 44; negative side: xl | 48 | 46 | это | на 46 | долгая | советую | ужасное | хорошо | долгая доставка | мало | не советую | ткань | качество ужасное | очень долгая
word_svd_59,word_svd,59,0.1609784171061002,0.0014523591796188188,плохое | качество плохое | плохое качество | пришёл деньги | не пришёл деньги | буду | пришел | пришёл деньги вернули | денег | носить | не буду | раз | очень плохое | носить не | долго,0.408152 | 0.211735 | 0.184846 | 0.171891 | 0.171424 | 0.133328 | 0.125898 | 0.122352 | 0.109181 | 0.109174 | 0.085878 | 0.085604 | 0.079876 | 0.068120 | 0.067042,ужасное | советую | качество ужасное | отличное | пришел деньги | после | не пришел деньги | не советую | пришёл | стирки | пришел деньги вернули | качество отличное | ужасное качество | кофта | больше,-0.240114 | -0.165908 | -0.162415 | -0.149145 | -0.131719 | -0.131455 | -0.131345 | -0.119617 | -0.108817 | -0.104014 | -0.092330 | -0.090459 | -0.089803 | -0.087859 | -0.087837,positive side: плохое | качество плохое | плохое качество | пришёл деньги | не пришёл деньги | буду | пришел | пришёл деньги вернули | денег | носить | не буду | раз | очень плохое | носить не | долго; negative side: ужасное | советую | качество ужасное | отличное | пришел деньги | после | не пришел деньги | не советую | пришёл | стирки | пришел деньги вернули | качество отличное | ужасное качество | кофта | больше
word_svd_60,word_svd,60,0.0431599220657951,0.0014463530075754024,42 | пришёл деньги | не пришёл деньги | долгая | долгая доставка | пришёл деньги вернули | отличное | советую | 44 | на 42 | себе | так себе | пришел | это | 42 44,0.174262 | 0.164380 | 0.163990 | 0.152787 | 0.127515 | 0.125148 | 0.121447 | 0.120734 | 0.117583 | 0.115143 | 0.114558 | 0.113125 | 0.111327 | 0.111140 | 0.108432,хорошая | 46 | пришел деньги | xl | не пришел деньги | 48 | до | недели | пришёл | на 46 | пришел деньги вернули | заказала | материал | тонкая | плохое,-0.169660 | -0.165561 | -0.157289 | -0.156758 | -0.156670 | -0.142584 | -0.134518 | -0.127965 | -0.127864 | -0.116351 | -0.108192 | -0.104522 | -0.104006 | -0.097378 | -0.088710,positive side: 42 | пришёл деньги | не пришёл деньги | долгая | долгая доставка | пришёл деньги вернули | отличное | советую | 44 | на 42 | себе | так себе | пришел | это | 42 44; negative side: хорошая | 46 | пришел деньги | xl | не пришел деньги | 48 | до | недели | пришёл | на 46 | пришел деньги вернули | заказала | материал | тонкая | плохое
word_svd_61,word_svd,61,0.2268575524653257,0.0014394480447395166,ужасное | качество ужасное | ужасное качество | довольна | себе | чем | так себе | хорошие | носить | рекомендую | недели | до | самом | на самом | мне,0.368085 | 0.245461 | 0.137370 | 0.110590 | 0.105245 | 0.102449 | 0.098749 | 0.098608 | 0.094025 | 0.091932 | 0.089562 | 0.089169 | 0.088532 | 0.087989 | 0.087557,плохое | советую | не советую | отличное | качество плохое | плохое качество | быстро | как | долгая | качество отличное | больше | то | долгая доставка | не | мало,-0.276034 | -0.232194 | -0.166646 | -0.153672 | -0.146319 | -0.125511 | -0.120334 | -0.108337 | -0.095052 | -0.088798 | -0.079857 | -0.078282 | -0.078108 | -0.075838 | -0.069964,positive side: ужасное | качество ужасное | ужасное качество | довольна | себе | чем | так себе | хорошие | носить | рекомендую | недели | до | самом | на самом | мне; negative side: плохое | советую | не советую | отличное | качество плохое | плохое качество | быстро | как | долгая | качество отличное | больше | то | долгая доставка | не | мало
word_svd_62,word_svd,62,0.2429740392035441,0.0014364061844893766,себе | так себе | так | пришел деньги | не пришел деньги | пришел деньги вернули | пришёл | долгая | плохое | долгая доставка | качество так | качество так себе | быстро | очень долгая | долго,0.330490 | 0.322313 | 0.193681 | 0.182320 | 0.181697 | 0.129630 | 0.120951 | 0.120421 | 0.103265 | 0.099507 | 0.098794 | 0.097864 | 0.075429 | 0.071773 | 0.066974,пришёл деньги | не пришёл деньги | ужасное | пришел | хорошие | пришёл деньги вернули | товар так не | качество ужасное | товар так | так не | так не пришел | заказала | не пришел | как | месяца,-0.202927 | -0.202384 | -0.171454 | -0.168638 | -0.156841 | -0.146343 | -0.117860 | -0.115931 | -0.114821 | -0.106659 | -0.093984 | -0.090247 | -0.085599 | -0.081835 | -0.077870,positive side: себе | так себе | так | пришел деньги | не пришел деньги | пришел деньги вернули | пришёл | долгая | плохое | долгая доставка | качество так | качество так себе | быстро | очень долгая | долго; negative side: пришёл деньги | не пришёл деньги | ужасное | пришел | хорошие | пришёл деньги вернули | товар так не | качество ужасное | товар так | так не | так не пришел | заказала | не пришел | как | месяца
word_svd_63,word_svd,63,0.1133925953169536,0.0014181080401899908,после | стирки | после стирки | отличное | 46 | долгая | 48 | долгая доставка | запах | на 46 | xl | понравилось | качество отличное | первой | очень долгая,0.311836 | 0.257843 | 0.201647 | 0.158378 | 0.128172 | 0.125575 | 0.124102 | 0.104726 | 0.102709 | 0.097968 | 0.095208 | 0.092811 | 0.090026 | 0.086753 | 0.081159,хорошие | это | 42 | продавец | пришел деньги | не пришел деньги | нет | плохое | 44 | советую | для | 42 44 | пришел деньги вернули | на 42 | хорошая,-0.229434 | -0.206343 | -0.152979 | -0.128385 | -0.125139 | -0.124822 | -0.111735 | -0.103960 | -0.102672 | -0.100321 | -0.098763 | -0.097109 | -0.095371 | -0.093949 | -0.090988,positive side: после | стирки | после стирки | отличное | 46 | долгая | 48 | долгая доставка | запах | на 46 | xl | понравилось | качество отличное | первой | очень долгая; negative side: хорошие | это | 42 | продавец | пришел деньги | не пришел деньги | нет | плохое | 44 | советую | для | 42 44 | пришел деньги вернули | на 42 | хорошая
word_svd_64,word_svd,64,0.0690073825473378,0.0013970787809399867,хорошие | продавец | советую | нет | не советую | хорошая | но | мало | ужасное | хороший | 46 | трек | себе | так себе | 48,0.448292 | 0.144634 | 0.139606 | 0.103695 | 0.102166 | 0.098349 | 0.095310 | 0.069727 | 0.069600 | 0.066614 | 0.066233 | 0.065041 | 0.063883 | 0.063518 | 0.061752,это | пришли | кофта | это не | не пришли | но это | месяца | больше | заказывала | плохое | рекомендую | 42 | недели | вернул деньги | продавец вернул,-0.364156 | -0.338919 | -0.178091 | -0.161975 | -0.144177 | -0.091398 | -0.089425 | -0.087273 | -0.081847 | -0.077658 | -0.075291 | -0.070247 | -0.064848 | -0.064277 | -0.063930,positive side: хорошие | продавец | советую | нет | не советую | хорошая | но | мало | ужасное | хороший | 46 | трек | себе | так себе | 48; negative side: это | пришли | кофта | это не | не пришли | но это | месяца | больше | заказывала | плохое | рекомендую | 42 | недели | вернул деньги | продавец вернул
word_svd_65,word_svd,65,0.0532452143984632,0.0013891110696446706,хорошие | это | кофта | быстро | только | это не | довольна | пришел деньги | не пришел деньги | понравилось | 46 | 48 | просто | долго | пришел деньги вернули,0.335370 | 0.276109 | 0.227144 | 0.127669 | 0.122830 | 0.116675 | 0.105749 | 0.105334 | 0.104905 | 0.092372 | 0.091875 | 0.086521 | 0.086313 | 0.082056 | 0.081117,пришли | советую | но | себе | заказывала | так себе | заказала | не советую | отслеживался | трек | не пришли | ужасное | 42 | продавца | маленький,-0.240036 | -0.145099 | -0.138465 | -0.119103 | -0.117896 | -0.112209 | -0.112157 | -0.109113 | -0.107811 | -0.105925 | -0.105191 | -0.091979 | -0.091808 | -0.091192 | -0.090689,positive side: хорошие | это | кофта | быстро | только | это не | довольна | пришел деньги | не пришел деньги | понравилось | 46 | 48 | просто | долго | пришел деньги вернули; negative side: пришли | советую | но | себе | заказывала | так себе | заказала | не советую | отслеживался | трек | не пришли | ужасное | 42 | продавца | маленький
word_svd_66,word_svd,66,0.0732880387819799,0.0013742110182930992,кофта | советую | не советую | продавца | хорошие | заказала | этого | тонкая | этого продавца | но | качество не | себе | xl | заказывала | 46,0.344401 | 0.315243 | 0.229776 | 0.186251 | 0.142240 | 0.137308 | 0.119507 | 0.109481 | 0.109472 | 0.096239 | 0.091236 | 0.087951 | 0.087214 | 0.085785 | 0.082482,хорошая | нет | для | носить | отслеживался | отличное | трек | только | не | швы | маленький | раз | не отслеживался | даже | трек не,-0.165484 | -0.131144 | -0.128264 | -0.117051 | -0.113758 | -0.113414 | -0.111754 | -0.106500 | -0.099167 | -0.090300 | -0.089346 | -0.083826 | -0.080663 | -0.070431 | -0.066121,positive side: кофта | советую | не советую | продавца | хорошие | заказала | этого | тонкая | этого продавца | но | качество не | себе | xl | заказывала | 46; negative side: хорошая | нет | для | носить | отслеживался | отличное | трек | только | не | швы | маленький | раз | не отслеживался | даже | трек не
word_svd_67,word_svd,67,0.4173844389556894,0.0013536038126932084,отслеживался | трек | не отслеживался | кофта | трек не | это | трек отслеживался | трек не отслеживался | так себе | себе | на размер | раз | до | не | очень,0.305002 | 0.290732 | 0.194442 | 0.157233 | 0.153061 | 0.137815 | 0.136619 | 0.132486 | 0.125820 | 0.124522 | 0.097442 | 0.094506 | 0.093369 | 0.091772 | 0.084552,заказывала | пришли | заказала | месяца | материал | ткань | нет | хорошая | только | пришла | качество не | качество не очень | не очень | долгая | ни,-0.166193 | -0.163012 | -0.154852 | -0.153826 | -0.134378 | -0.121575 | -0.119279 | -0.114849 | -0.093902 | -0.091459 | -0.090336 | -0.085640 | -0.082883 | -0.077057 | -0.073835,positive side: отслеживался | трек | не отслеживался | кофта | трек не | это | трек отслеживался | трек не отслеживался | так себе | себе | на размер | раз | до | не | очень; negative side: заказывала | пришли | заказала | месяца | материал | ткань | нет | хорошая | только | пришла | качество не | качество не очень | не очень | долгая | ни
word_svd_68,word_svd,68,0.0562100762384919,0.001348760343056121,кофта | продавец | заказала | трек | отслеживался | пришли | тонкая | не отслеживался | платье | телу | заказывала | трек не | приятная | короткая | тот,0.440498 | 0.181131 | 0.162588 | 0.159644 | 0.147166 | 0.143571 | 0.117107 | 0.095461 | 0.088685 | 0.083427 | 0.081604 | 0.080794 | 0.075457 | 0.073721 | 0.070883,это | советую | не советую | недели | понравилось | до | хорошая | ткань | плохо | месяца | вернул деньги | продавца | это не | так себе | себе,-0.199377 | -0.186700 | -0.139373 | -0.129871 | -0.112059 | -0.101546 | -0.098439 | -0.097981 | -0.091301 | -0.087935 | -0.082526 | -0.081817 | -0.080961 | -0.080361 | -0.078446,positive side: кофта | продавец | заказала | трек | отслеживался | пришли | тонкая | не отслеживался | платье | телу | заказывала | трек не | приятная | короткая | тот; negative side: это | советую | не советую | недели | понравилось | до | хорошая | ткань | плохо | месяца | вернул деньги | продавца | это не | так себе | себе
